ParticipantID,ParticipantEmail,ParticipantFirstName,ParticipantLastName,ParticipantDOB,ParticipantRole,ParticipantPassword,ParticipantPhone,ParticipantCity,ParticipantState,ParticipantZip,ParticipantSchoolOrEmployer,ParticipantFieldOfInterest,AccountCreatedDate
869,layla.gonzalez898@studentmail.org,Layla,Gonzalez,2004-10-23,p,Password869,801-625-9089,Spanish Fork,UT,84104,Valley Charter,STEM,2021-07-20 16:14:00
870,charlotte.johnson899@learners.net,Charlotte,Johnson,2001-12-02,p,Password870,801-893-3598,Layton,UT,84366,Community Center,Both,2021-07-20 16:14:00
871,isabella.jones900@learners.net,Isabella,Jones,2000-09-15,p,Password871,801-832-4714,Taylorsville,UT,84117,Cafe Rio,STEM,2021-07-20 16:14:00
872,alexander.taylor901@learners.net,Alexander,Taylor,2001-05-23,p,Password872,801-247-5382,Draper,UT,84788,Community Center,Both,2021-07-20 16:14:00
873,daniel.hill902@ellarises.org,Daniel,Hill,2014-12-14,p,Password873,801-648-8489,Provo,UT,84949,East Ridge Middle,STEM,2021-07-20 16:14:00
874,mila.scott903@ellarises.org,Mila,Scott,2002-08-10,p,Password874,801-371-2934,Pleasant Grove,UT,84108,Startup Lab,Arts,2021-07-20 16:14:00
875,lily.jackson904@community.org,Lily,Jackson,2001-06-17,p,Password875,801-950-2626,Pleasant Grove,UT,84511,Tech Apprenticeship,Arts,2021-07-20 16:14:00
876,skylar.rodriguez905@ellarises.org,Skylar,Rodriguez,2003-07-03,p,Password876,801-625-1107,Sandy,UT,84450,Community Center,Arts,2021-07-20 16:14:00
877,addison.martinez907@community.org,Addison,Martinez,2007-03-08,p,Password877,801-639-7773,West Jordan,UT,84142,Startup Lab,Arts,2021-07-20 16:14:00
878,michael.white908@ellarises.org,Michael,White,2014-02-04,p,Password878,801-988-1162,Riverton,UT,84150,Retail Store,Both,2021-07-20 16:14:00
879,harper.garcia909@learners.net,Harper,Garcia,2007-09-26,p,Password879,801-990-3692,Lehi,UT,84412,Westview High,Arts,2021-07-20 16:14:00
880,isabella.martinez910@ellarises.org,Isabella,Martinez,2007-01-07,p,Password880,801-502-7869,Pleasant Grove,UT,84997,Startup Lab,Both,2021-07-20 16:14:00
881,brooklyn.lee911@learners.net,Brooklyn,Lee,2011-09-10,p,Password881,801-486-9647,Salt Lake City,UT,84847,Startup Lab,STEM,2021-07-20 16:14:00
882,liam.lewis912@studentmail.org,Liam,Lewis,2002-06-05,p,Password882,801-553-7627,Riverton,UT,84715,Startup Lab,Arts,2021-07-20 16:14:00
883,abigail.williams913@learners.net,Abigail,Williams,2009-09-03,p,Password883,801-936-3064,Bountiful,UT,84743,Cafe Rio,Arts,2021-07-20 16:14:00
884,hannah.garcia914@learners.net,Hannah,Garcia,1998-07-11,p,Password884,801-975-3621,Pleasant Grove,UT,84349,Westview High,Both,2021-07-20 16:14:00
885,lucy.thomas915@learners.net,Lucy,Thomas,2006-05-14,p,Password885,801-313-1982,Taylorsville,UT,84518,BYU,Both,2021-07-20 16:14:00
886,mateo.thompson916@ellarises.org,Mateo,Thompson,2008-01-25,p,Password886,801-866-3043,Provo,UT,84775,BYU,Both,2021-07-20 16:14:00
887,ava.robinson917@learners.net,Ava,Robinson,2011-05-11,p,Password887,801-963-9737,West Jordan,UT,84825,Valley Charter,Arts,2021-07-20 16:14:00
888,brooklyn.jackson918@studentmail.org,Brooklyn,Jackson,2000-05-12,p,Password888,801-955-5057,Bountiful,UT,84533,UVU,Both,2021-07-20 16:14:00
889,zoey.white919@community.org,Zoey,White,2007-03-30,p,Password889,801-928-7974,Logan,UT,84151,East Ridge Middle,STEM,2021-07-20 16:14:00
890,amelia.ramirez920@studentmail.org,Amelia,Ramirez,2006-04-14,p,Password890,801-656-2279,Spanish Fork,UT,84220,Tech Apprenticeship,Both,2021-07-20 16:14:00
891,liam.nguyen921@community.org,Liam,Nguyen,2007-11-15,p,Password891,801-710-7937,Layton,UT,84599,Art Studio,Arts,2021-07-20 16:14:00
892,mason.davis923@studentmail.org,Mason,Davis,2010-07-16,p,Password892,801-233-3569,Riverton,UT,84485,UVU,STEM,2021-07-20 16:14:00
893,noah.davis924@ellarises.org,Noah,Davis,2009-09-22,p,Password893,801-496-1659,Draper,UT,84586,North Summit High,STEM,2021-07-20 16:14:00
894,zoe.martin925@learners.net,Zoe,Martin,2001-03-16,p,Password894,801-697-1458,Murray,UT,84302,North Summit High,Both,2021-07-20 16:14:00
895,oliver.brown926@learners.net,Oliver,Brown,1998-01-18,p,Password895,801-387-9008,Murray,UT,84221,East Ridge Middle,Both,2021-07-20 16:14:00
896,kennedy.jones927@ellarises.org,Kennedy,Jones,2010-09-09,p,Password896,801-786-6074,Taylorsville,UT,84493,Mountain View High,Arts,2021-07-20 16:14:00
897,leah.walker928@studentmail.org,Leah,Walker,2008-02-03,p,Password897,801-851-8551,St. George,UT,84517,Tech Apprenticeship,Arts,2021-07-20 16:14:00
898,scarlett.lee929@ellarises.org,Scarlett,Lee,2005-08-09,p,Password898,801-438-7478,Taylorsville,UT,84397,Cafe Rio,STEM,2021-07-20 16:14:00
899,henry.moore930@ellarises.org,Henry,Moore,2010-08-02,p,Password899,801-225-6060,Orem,UT,84725,Tech Apprenticeship,STEM,2021-07-20 16:14:00
900,abigail.gonzalez931@ellarises.org,Abigail,Gonzalez,2009-04-10,p,Password900,801-968-8796,Pleasant Grove,UT,84194,Startup Lab,STEM,2021-07-20 16:14:00
901,avery.wright932@studentmail.org,Avery,Wright,2013-10-29,p,Password901,801-410-5018,Salt Lake City,UT,84282,Community Center,Both,2021-07-20 16:14:00
902,henry.garcia933@learners.net,Henry,Garcia,1998-07-10,p,Password902,801-246-9052,Bountiful,UT,84604,UVU,Arts,2021-07-20 16:14:00
903,riley.clark934@ellarises.org,Riley,Clark,2000-01-16,p,Password903,801-591-5213,Pleasant Grove,UT,84325,East Ridge Middle,STEM,2021-07-20 16:14:00
904,ethan.hernandez935@learners.net,Ethan,Hernandez,2001-06-17,p,Password904,801-461-2468,St. George,UT,84188,BYU,Arts,2021-07-20 16:14:00
905,chloe.brown936@learners.net,Chloe,Brown,2004-09-07,p,Password905,801-930-1958,Orem,UT,84028,SLCC,STEM,2021-07-20 16:14:00
906,aaliyah.martinez937@community.org,Aaliyah,Martinez,1999-03-01,p,Password906,801-584-2981,Lehi,UT,84265,Valley Charter,STEM,2021-07-20 16:14:00
907,lillian.young938@community.org,Lillian,Young,2008-06-04,p,Password907,801-262-6215,Logan,UT,84276,Cafe Rio,Arts,2021-07-20 16:14:00
908,harper.walker939@ellarises.org,Harper,Walker,2004-01-14,p,Password908,801-439-1305,Taylorsville,UT,84649,Cafe Rio,Both,2021-07-20 16:14:00
909,elizabeth.thomas940@studentmail.org,Elizabeth,Thomas,1999-11-19,p,Password909,801-616-8306,Murray,UT,84582,Community Center,Both,2021-07-20 16:14:00
910,mateo.wilson941@studentmail.org,Mateo,Wilson,2010-01-21,p,Password910,801-372-5016,Draper,UT,84554,SLCC,Both,2021-07-20 16:14:00
911,lucas.williams942@ellarises.org,Lucas,Williams,2012-08-24,p,Password911,801-835-5739,Riverton,UT,84985,North Summit High,STEM,2021-07-20 16:14:00
912,amelia.walker943@learners.net,Amelia,Walker,2005-11-18,p,Password912,801-896-7228,Layton,UT,84860,Community Center,Both,2021-07-20 16:14:00
913,hannah.nguyen944@learners.net,Hannah,Nguyen,2010-08-18,p,Password913,801-956-9750,Provo,UT,84166,East Ridge Middle,Arts,2021-07-20 16:14:00
914,emily.sanchez945@ellarises.org,Emily,Sanchez,2007-09-09,p,Password914,801-769-5578,St. George,UT,84743,Valley Charter,Both,2021-07-20 16:14:00
915,mateo.lee946@learners.net,Mateo,Lee,2004-02-15,p,Password915,801-924-8417,Layton,UT,84771,Valley Charter,Both,2021-07-20 16:14:00
916,claire.perez947@studentmail.org,Claire,Perez,1998-05-11,p,Password916,801-813-6381,Riverton,UT,84983,Startup Lab,Both,2021-07-20 16:14:00
917,camila.smith948@community.org,Camila,Smith,2007-04-08,p,Password917,801-209-3843,Salt Lake City,UT,84924,Cafe Rio,Both,2021-07-20 16:14:00
918,alexander.sanchez949@ellarises.org,Alexander,Sanchez,2013-01-29,p,Password918,801-231-8293,Ogden,UT,84552,East Ridge Middle,Arts,2021-07-20 16:14:00
919,leah.hill950@learners.net,Leah,Hill,2000-10-19,p,Password919,801-986-1138,Bountiful,UT,84182,Mountain View High,Arts,2021-07-20 16:14:00
920,stella.gonzalez952@ellarises.org,Stella,Gonzalez,2003-04-04,p,Password920,801-935-4623,Murray,UT,84828,Mountain View High,Arts,2021-07-20 16:14:00
921,isabella.moore953@community.org,Isabella,Moore,2000-06-27,p,Password921,801-400-7489,Sandy,UT,84008,Community Center,Arts,2021-07-20 16:14:00
922,mateo.young954@studentmail.org,Mateo,Young,1999-06-20,p,Password922,801-956-3875,Sandy,UT,84676,Local Library,STEM,2021-07-20 16:14:00
923,harper.rodriguez955@learners.net,Harper,Rodriguez,2002-04-21,p,Password923,801-735-5494,West Jordan,UT,84903,Community Center,Both,2021-07-20 16:14:00
924,emma.wright956@learners.net,Emma,Wright,2005-03-31,p,Password924,801-637-1849,Riverton,UT,84003,SLCC,Arts,2021-07-20 16:14:00
925,penelope.davis957@community.org,Penelope,Davis,2014-03-06,p,Password925,801-729-1712,Spanish Fork,UT,84371,Valley Charter,STEM,2021-07-20 16:14:00
926,penelope.clark958@community.org,Penelope,Clark,2005-07-04,p,Password926,801-601-4188,Lehi,UT,84006,East Ridge Middle,Both,2021-07-20 16:14:00
927,sophia.anderson959@community.org,Sophia,Anderson,2001-09-09,p,Password927,801-455-4225,Ogden,UT,84940,UVU,Arts,2021-07-20 16:14:00
928,harper.miller960@ellarises.org,Harper,Miller,2003-08-14,p,Password928,801-224-6477,Spanish Fork,UT,84443,Valley Charter,STEM,2021-07-20 16:14:00
929,jack.thomas961@learners.net,Jack,Thomas,2003-04-24,p,Password929,801-541-9514,Provo,UT,84842,East Ridge Middle,Both,2021-07-20 16:14:00
930,henry.miller962@community.org,Henry,Miller,2006-06-19,p,Password930,801-262-1546,Logan,UT,84088,UVU,Both,2021-07-20 16:14:00
931,harper.rodriguez963@ellarises.org,Harper,Rodriguez,1999-06-23,p,Password931,801-508-8075,Riverton,UT,84057,East Ridge Middle,Both,2021-07-20 16:14:00
932,amelia.scott964@ellarises.org,Amelia,Scott,2000-02-25,p,Password932,801-590-7581,Murray,UT,84871,Local Library,Arts,2021-07-20 16:14:00
933,madison.hill965@ellarises.org,Madison,Hill,2011-11-29,p,Password933,801-675-8014,Riverton,UT,84394,Local Library,STEM,2021-07-20 16:14:00
934,violet.johnson966@community.org,Violet,Johnson,2000-06-03,p,Password934,801-801-4153,Pleasant Grove,UT,84337,East Ridge Middle,STEM,2021-07-20 16:14:00
935,harper.nguyen967@studentmail.org,Harper,Nguyen,2005-12-21,p,Password935,801-721-5198,St. George,UT,84653,SLCC,Arts,2021-07-20 16:14:00
936,henry.lopez968@studentmail.org,Henry,Lopez,2000-11-11,p,Password936,801-245-1991,St. George,UT,84817,BYU,Both,2021-07-20 16:14:00
937,william.allen969@learners.net,William,Allen,2001-04-22,p,Password937,801-754-3385,Murray,UT,84598,Mountain View High,Arts,2021-07-20 16:14:00
938,violet.jackson970@learners.net,Violet,Jackson,1999-04-15,p,Password938,801-800-3369,Salt Lake City,UT,84531,Valley Charter,Both,2021-07-20 16:14:00
939,charlotte.ramirez971@learners.net,Charlotte,Ramirez,1999-07-15,p,Password939,801-855-4297,Sandy,UT,84206,UVU,STEM,2021-07-20 16:14:00
940,jack.robinson972@learners.net,Jack,Robinson,2005-05-16,p,Password940,801-506-7859,Lehi,UT,84631,North Summit High,STEM,2021-07-20 16:14:00
941,benjamin.williams973@community.org,Benjamin,Williams,2013-07-19,p,Password941,801-203-4654,West Jordan,UT,84943,Valley Charter,Arts,2021-07-20 16:14:00
942,hannah.thomas974@community.org,Hannah,Thomas,2002-08-09,p,Password942,801-957-7158,Lehi,UT,84827,SLCC,STEM,2021-07-20 16:14:00
943,ava.white975@ellarises.org,Ava,White,2001-03-12,p,Password943,801-230-2887,Ogden,UT,84367,BYU,Arts,2021-07-20 16:14:00
944,zoey.nguyen976@learners.net,Zoey,Nguyen,2004-05-16,p,Password944,801-403-4241,Provo,UT,84031,North Summit High,STEM,2021-07-20 16:14:00
945,lucy.lopez977@learners.net,Lucy,Lopez,2001-12-13,p,Password945,801-400-1352,West Jordan,UT,84183,Community Center,Arts,2021-07-20 16:14:00
946,elizabeth.johnson978@studentmail.org,Elizabeth,Johnson,2002-09-19,p,Password946,801-313-6544,Bountiful,UT,84671,BYU,Arts,2021-07-20 16:14:00
947,lillian.white979@learners.net,Lillian,White,2013-12-12,p,Password947,801-739-8106,Orem,UT,84964,East Ridge Middle,STEM,2021-07-20 16:14:00
948,aria.rodriguez980@studentmail.org,Aria,Rodriguez,2005-02-17,p,Password948,801-587-7131,Sandy,UT,84546,Local Library,Arts,2021-07-20 16:14:00
949,addison.williams981@studentmail.org,Addison,Williams,2003-07-18,p,Password949,801-352-6368,Murray,UT,84809,Westview High,Both,2021-07-20 16:14:00
950,penelope.rodriguez982@community.org,Penelope,Rodriguez,2012-11-18,p,Password950,801-283-8711,Sandy,UT,84745,Local Library,STEM,2021-07-20 16:14:00
951,chloe.allen983@community.org,Chloe,Allen,2008-05-31,p,Password951,801-710-9501,Pleasant Grove,UT,84384,North Summit High,Arts,2021-07-20 16:14:00
952,zoe.king984@community.org,Zoe,King,2012-04-24,p,Password952,801-474-7569,Spanish Fork,UT,84486,Startup Lab,Both,2021-07-20 16:14:00
953,isabella.wilson985@studentmail.org,Isabella,Wilson,2002-11-26,p,Password953,801-440-7486,Sandy,UT,84463,BYU,Arts,2021-07-20 16:14:00
954,leah.torres986@studentmail.org,Leah,Torres,2001-01-05,p,Password954,801-763-2388,Draper,UT,84261,Retail Store,STEM,2021-07-20 16:14:00
955,savannah.lewis987@learners.net,Savannah,Lewis,2009-06-28,p,Password955,801-242-8622,West Jordan,UT,84598,Local Library,Arts,2021-07-20 16:14:00
956,elijah.lewis988@community.org,Elijah,Lewis,2005-02-10,p,Password956,801-576-9151,Taylorsville,UT,84419,BYU,Arts,2021-07-20 16:14:00
957,sophia.lopez989@community.org,Sophia,Lopez,2006-01-20,p,Password957,801-860-2243,West Jordan,UT,84272,Startup Lab,STEM,2021-07-20 16:14:00
958,savannah.allen990@ellarises.org,Savannah,Allen,2000-08-29,p,Password958,801-433-2612,Layton,UT,84949,East Ridge Middle,Arts,2021-07-20 16:14:00
959,isabella.wright991@studentmail.org,Isabella,Wright,2003-08-11,p,Password959,801-891-6394,Lehi,UT,84202,BYU,Both,2021-07-20 16:14:00
960,penelope.gonzalez992@studentmail.org,Penelope,Gonzalez,2004-04-27,p,Password960,801-988-5906,Layton,UT,84009,Community Center,Arts,2021-07-20 16:14:00
961,liam.sanchez993@ellarises.org,Liam,Sanchez,2006-12-01,p,Password961,801-724-3445,Spanish Fork,UT,84670,Valley Charter,STEM,2021-07-20 16:14:00
962,grace.walker994@studentmail.org,Grace,Walker,2014-03-16,p,Password962,801-765-8679,Pleasant Grove,UT,84602,Community Center,Arts,2021-07-20 16:14:00
963,violet.garcia995@learners.net,Violet,Garcia,2002-09-13,p,Password963,801-988-7843,Sandy,UT,84440,Mountain View High,Arts,2021-07-20 16:14:00
964,sophia.white996@studentmail.org,Sophia,White,2009-03-18,p,Password964,801-955-1158,St. George,UT,84313,Retail Store,Both,2021-07-20 16:14:00
965,claire.nguyen998@ellarises.org,Claire,Nguyen,2005-05-29,p,Password965,801-342-3518,Provo,UT,84945,Local Library,Both,2021-07-20 16:14:00
966,james.harris999@studentmail.org,James,Harris,2002-03-23,p,Password966,801-747-7331,Bountiful,UT,84066,Mountain View High,STEM,2021-07-20 16:14:00
967,skylar.torres1000@community.org,Skylar,Torres,2013-02-19,p,Password967,801-375-2709,Murray,UT,84096,Cafe Rio,STEM,2021-07-20 16:14:00
968,isabella.hill1001@community.org,Isabella,Hill,2006-08-28,p,Password968,801-403-2138,Salt Lake City,UT,84192,BYU,STEM,2021-07-20 16:14:00
969,madison.jackson1002@ellarises.org,Madison,Jackson,1998-04-01,p,Password969,801-577-9495,Riverton,UT,84059,North Summit High,Arts,2021-07-20 16:14:00
970,noah.sanchez1003@studentmail.org,Noah,Sanchez,2008-09-22,p,Password970,801-749-7855,Logan,UT,84133,Art Studio,STEM,2021-07-20 16:14:00
971,hazel.wilson1004@studentmail.org,Hazel,Wilson,2001-07-24,p,Password971,801-642-8778,Sandy,UT,84318,Local Library,Both,2021-07-20 16:14:00
972,bella.nguyen1005@studentmail.org,Bella,Nguyen,2004-03-06,p,Password972,801-901-8519,Pleasant Grove,UT,84734,Valley Charter,STEM,2021-07-20 16:14:00
973,aria.lewis1006@ellarises.org,Aria,Lewis,2005-05-18,p,Password973,801-452-9615,Bountiful,UT,84620,Startup Lab,Both,2021-07-20 16:14:00
974,alexander.robinson1007@community.org,Alexander,Robinson,2012-06-30,p,Password974,801-293-5717,Provo,UT,84755,Startup Lab,Arts,2021-07-20 16:14:00
975,kennedy.martin1008@community.org,Kennedy,Martin,2011-11-09,p,Password975,801-455-3942,Orem,UT,84426,Art Studio,Arts,2021-07-20 16:14:00
976,penelope.wright1010@learners.net,Penelope,Wright,2009-01-25,p,Password976,801-943-4559,Ogden,UT,84715,SLCC,Both,2021-07-20 16:14:00
977,avery.white1011@ellarises.org,Avery,White,2007-03-14,p,Password977,801-984-6341,Logan,UT,84517,Mountain View High,STEM,2021-07-20 16:14:00
978,eleanor.wilson1012@ellarises.org,Eleanor,Wilson,2006-07-20,p,Password978,801-274-8567,Riverton,UT,84028,UVU,Both,2021-07-20 16:14:00
979,liam.gonzalez1013@community.org,Liam,Gonzalez,2013-11-26,p,Password979,801-456-2878,Provo,UT,84011,Startup Lab,STEM,2021-07-20 16:14:00
980,henry.rodriguez1015@community.org,Henry,Rodriguez,1998-05-28,p,Password980,801-365-3794,Layton,UT,84862,Local Library,STEM,2021-07-20 16:14:00
981,layla.jackson1016@ellarises.org,Layla,Jackson,2013-03-12,p,Password981,801-279-1183,Bountiful,UT,84173,BYU,STEM,2021-07-20 16:14:00
982,henry.thompson1017@studentmail.org,Henry,Thompson,2002-11-06,p,Password982,801-235-9721,Sandy,UT,84732,Mountain View High,Both,2021-07-20 16:14:00
983,charlotte.king1018@ellarises.org,Charlotte,King,1999-03-06,p,Password983,801-515-8274,Bountiful,UT,84707,Local Library,STEM,2021-07-20 16:14:00
984,charlotte.harris1019@studentmail.org,Charlotte,Harris,2000-01-19,p,Password984,801-444-4276,West Jordan,UT,84384,Westview High,Arts,2021-07-20 16:14:00
985,sophia.smith1020@learners.net,Sophia,Smith,2002-12-12,p,Password985,801-885-2035,Sandy,UT,84697,Startup Lab,STEM,2021-07-20 16:14:00
986,zoey.flores1022@studentmail.org,Zoey,Flores,2003-03-19,p,Password986,801-638-2979,Bountiful,UT,84962,Valley Charter,STEM,2021-07-20 16:14:00
987,stella.lee1023@studentmail.org,Stella,Lee,1998-04-09,p,Password987,801-869-6181,Salt Lake City,UT,84412,SLCC,STEM,2021-07-20 16:14:00
988,benjamin.anderson1024@ellarises.org,Benjamin,Anderson,1998-12-26,p,Password988,801-838-7045,Layton,UT,84666,East Ridge Middle,STEM,2021-07-20 16:14:00
989,noah.martin1025@community.org,Noah,Martin,2003-08-26,p,Password989,801-749-3809,Logan,UT,84730,East Ridge Middle,Both,2021-07-20 16:14:00
990,claire.harris1026@studentmail.org,Claire,Harris,2012-12-11,p,Password990,801-850-6209,Lehi,UT,84180,Mountain View High,STEM,2021-07-20 16:14:00
991,skylar.johnson1027@community.org,Skylar,Johnson,2009-04-17,p,Password991,801-855-4808,Bountiful,UT,84524,Local Library,Both,2021-07-20 16:14:00
992,abigail.brown1029@studentmail.org,Abigail,Brown,2001-05-27,p,Password992,801-503-4309,Draper,UT,84511,SLCC,STEM,2021-07-20 16:14:00
993,isabella.thomas1030@community.org,Isabella,Thomas,2012-06-08,p,Password993,801-484-6202,Lehi,UT,84138,Retail Store,STEM,2021-07-20 16:14:00
994,michael.clark1031@learners.net,Michael,Clark,2005-09-08,p,Password994,801-950-6427,Salt Lake City,UT,84235,Valley Charter,STEM,2021-07-20 16:14:00
995,ethan.brown1032@studentmail.org,Ethan,Brown,2005-03-19,p,Password995,801-590-9543,West Jordan,UT,84623,North Summit High,Arts,2021-07-20 16:14:00
996,ava.jones1033@community.org,Ava,Jones,2012-03-24,p,Password996,801-397-1853,Ogden,UT,84977,North Summit High,STEM,2021-07-20 16:14:00
997,sofia.garcia1034@studentmail.org,Sofia,Garcia,2007-07-24,p,Password997,801-719-2280,Sandy,UT,84242,Art Studio,Arts,2021-07-20 16:14:00
998,bella.hernandez1035@studentmail.org,Bella,Hernandez,2004-10-19,p,Password998,801-380-5079,West Jordan,UT,84435,BYU,Both,2021-07-20 16:14:00
999,lucas.gonzalez1036@learners.net,Lucas,Gonzalez,2006-06-22,p,Password999,801-568-7524,Spanish Fork,UT,84082,North Summit High,Arts,2021-07-20 16:14:00
1000,henry.ramirez1037@community.org,Henry,Ramirez,2006-07-22,p,Password1000,801-693-1324,St. George,UT,84840,SLCC,STEM,2021-07-20 16:14:00
1001,brooklyn.hill1038@studentmail.org,Brooklyn,Hill,2004-11-10,p,Password1001,801-589-8596,Orem,UT,84264,Mountain View High,Arts,2021-07-20 16:14:00
1002,leah.scott1039@community.org,Leah,Scott,2002-05-23,p,Password1002,801-339-8688,Ogden,UT,84342,North Summit High,STEM,2021-07-20 16:14:00
1003,ava.smith1040@learners.net,Ava,Smith,2014-08-25,p,Password1003,801-625-7465,Spanish Fork,UT,84415,UVU,Arts,2021-07-20 16:14:00
1004,alexander.martin1041@ellarises.org,Alexander,Martin,2006-08-19,p,Password1004,801-239-3039,Taylorsville,UT,84907,Startup Lab,Both,2021-07-20 16:14:00
1005,lily.gonzalez1042@community.org,Lily,Gonzalez,2009-06-06,p,Password1005,801-969-6711,Layton,UT,84790,Art Studio,Arts,2021-07-20 16:14:00
1006,zoe.brown1043@community.org,Zoe,Brown,2008-09-18,p,Password1006,801-452-4970,Taylorsville,UT,84754,Westview High,Arts,2021-07-20 16:14:00
1007,sophia.martinez1044@learners.net,Sophia,Martinez,2003-09-15,p,Password1007,801-897-3414,Riverton,UT,84967,Valley Charter,Both,2021-07-20 16:14:00
1008,lily.smith1045@ellarises.org,Lily,Smith,2006-12-02,p,Password1008,801-928-7297,Ogden,UT,84660,Art Studio,Both,2021-07-20 16:14:00
1009,sebastian.harris1047@learners.net,Sebastian,Harris,2000-06-14,p,Password1009,801-945-2456,Taylorsville,UT,84771,Tech Apprenticeship,Both,2021-07-20 16:14:00
1010,kennedy.martinez1048@learners.net,Kennedy,Martinez,2013-09-05,p,Password1010,801-966-7520,Sandy,UT,84953,BYU,STEM,2021-07-20 16:14:00
1011,chloe.young1049@ellarises.org,Chloe,Young,2009-10-10,p,Password1011,801-992-7845,Logan,UT,84072,SLCC,Both,2021-07-20 16:14:00
1012,aurora.ramirez1050@studentmail.org,Aurora,Ramirez,2002-06-11,p,Password1012,801-390-3200,Orem,UT,84384,Mountain View High,STEM,2021-07-20 16:14:00
1013,mateo.davis1051@community.org,Mateo,Davis,2014-10-27,p,Password1013,801-405-1966,Sandy,UT,84191,North Summit High,STEM,2021-07-20 16:14:00
1014,leah.davis1053@learners.net,Leah,Davis,2008-09-19,p,Password1014,801-230-4846,Ogden,UT,84351,Mountain View High,Both,2021-07-20 16:14:00
1015,elizabeth.smith1054@ellarises.org,Elizabeth,Smith,2000-03-04,p,Password1015,801-207-1685,Layton,UT,84770,Valley Charter,Both,2021-07-20 16:14:00
1016,ava.harris1055@learners.net,Ava,Harris,2011-07-23,p,Password1016,801-975-6521,Spanish Fork,UT,84485,SLCC,Arts,2021-07-20 16:14:00
1017,zoe.perez1056@learners.net,Zoe,Perez,2006-06-28,p,Password1017,801-569-7528,West Jordan,UT,84964,Local Library,STEM,2021-07-20 16:14:00
1018,stella.perez1057@ellarises.org,Stella,Perez,2014-04-08,p,Password1018,801-915-7583,Salt Lake City,UT,84468,Community Center,STEM,2021-07-20 16:14:00
1019,sophia.hill1058@ellarises.org,Sophia,Hill,2006-04-07,p,Password1019,801-916-5072,Pleasant Grove,UT,84287,Mountain View High,Both,2021-07-20 16:14:00
1020,mia.lee1060@community.org,Mia,Lee,2014-07-31,p,Password1020,801-696-7556,West Jordan,UT,84622,Local Library,STEM,2021-07-20 16:14:00
1021,kennedy.ramirez1061@community.org,Kennedy,Ramirez,2011-08-14,p,Password1021,801-594-5814,Logan,UT,84752,Valley Charter,Both,2021-07-20 16:14:00
1022,aria.king1062@ellarises.org,Aria,King,2013-02-04,p,Password1022,801-289-5937,St. George,UT,84510,Cafe Rio,Arts,2021-07-20 16:14:00
1023,chloe.lewis1063@ellarises.org,Chloe,Lewis,2003-06-17,p,Password1023,801-753-4946,Spanish Fork,UT,84679,Valley Charter,STEM,2021-07-20 16:14:00
1024,emily.miller1064@community.org,Emily,Miller,2004-04-15,p,Password1024,801-534-7283,Salt Lake City,UT,84165,Valley Charter,Both,2021-07-20 16:14:00
1025,eleanor.walker1065@ellarises.org,Eleanor,Walker,2000-01-11,p,Password1025,801-747-9060,St. George,UT,84945,Retail Store,Both,2021-07-20 16:14:00
1026,skylar.anderson1066@ellarises.org,Skylar,Anderson,2012-08-31,p,Password1026,801-934-7252,Lehi,UT,84387,Tech Apprenticeship,Both,2021-07-20 16:14:00
1027,william.anderson1067@studentmail.org,William,Anderson,2000-07-01,p,Password1027,801-497-2436,Layton,UT,84119,East Ridge Middle,Arts,2021-07-20 16:14:00
1028,michael.hill1070@studentmail.org,Michael,Hill,2008-05-01,p,Password1028,801-209-9819,Logan,UT,84405,UVU,STEM,2021-07-20 16:14:00
1029,savannah.anderson1071@community.org,Savannah,Anderson,2001-04-09,p,Password1029,801-815-5643,Riverton,UT,84151,Art Studio,Both,2021-07-20 16:14:00
1030,isabella.hill1072@learners.net,Isabella,Hill,2004-02-19,p,Password1030,801-905-3022,Murray,UT,84515,Community Center,Both,2021-07-20 16:14:00
1031,levi.wilson1073@community.org,Levi,Wilson,2005-06-22,p,Password1031,801-585-1963,Murray,UT,84722,North Summit High,Both,2021-07-20 16:14:00
1032,grace.anderson1074@ellarises.org,Grace,Anderson,2004-09-16,p,Password1032,801-699-7419,Orem,UT,84878,Community Center,Both,2021-07-20 16:14:00
1033,lily.johnson1075@community.org,Lily,Johnson,2005-10-24,p,Password1033,801-894-8756,Lehi,UT,84433,Retail Store,Arts,2021-07-20 16:14:00
1034,claire.nguyen1077@ellarises.org,Claire,Nguyen,2010-12-12,p,Password1034,801-870-3681,Murray,UT,84469,North Summit High,Arts,2021-07-20 16:14:00
1035,levi.jackson1078@studentmail.org,Levi,Jackson,2014-06-29,p,Password1035,801-966-4205,Sandy,UT,84224,Tech Apprenticeship,STEM,2021-07-20 16:14:00
1036,natalie.torres1079@ellarises.org,Natalie,Torres,1999-04-07,p,Password1036,801-637-3756,St. George,UT,84386,East Ridge Middle,Arts,2021-07-20 16:14:00
1037,jack.lopez1080@ellarises.org,Jack,Lopez,2011-04-24,p,Password1037,801-865-6545,Logan,UT,84528,SLCC,STEM,2021-07-20 16:14:00
1038,liam.thomas1081@ellarises.org,Liam,Thomas,2004-10-15,p,Password1038,801-606-9005,Logan,UT,84247,Art Studio,Both,2021-07-20 16:14:00
1039,layla.harris1082@ellarises.org,Layla,Harris,2004-03-04,p,Password1039,801-865-7260,Riverton,UT,84886,Tech Apprenticeship,Both,2021-07-20 16:14:00
